,enrollment_id,username,course_id,user,course
3306,9249,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,56,5
3347,9381,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,57,10
3365,9431,cWykzNKAq5sFQBA059QN4Jx74YGPkfwB,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,58,3
3418,9589,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,17,15
3502,9798,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,59,16
3503,9799,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,59,5
3506,9815,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,59,13
3508,9821,61ysO1Pg5Q6bsn73gkzoQt72GbhUHgNd,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,10
3565,9989,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,60,15
3576,10007,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,61,16
3579,10017,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,61,3
3581,10022,syrttArug8Mpzs9L0IHsvBtATawYF9J2,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,43,3
3584,10041,syrttArug8Mpzs9L0IHsvBtATawYF9J2,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,43,11
3600,10093,5IM8g7YMOYo5qH7Yu3x31T3JkVOH9iqe,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,62,8
3793,10606,BOBLP6pTmRtpQ8LtVgJyutFMDL3q6xno,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,63,5
3805,10646,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,64,6
3811,10658,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,64,15
3836,10711,l5LfU8gApOG72AnBkdAbfOLQLwFH7Zo2,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,65,6
3869,10797,BEEx400Zym1Adj0LXV9O094DcgDYxMgU,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,66,3
3964,11049,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,67,6
4004,11155,kQ63n93d5CTXewyEhcoySFeLgYStuYpO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,68,6
4014,11193,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,52,3
4028,11230,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,50,10
4052,11296,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,32,10
4055,11307,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,32,5
4065,11334,ykaUPJW4Nc9r2mv4b25QxgdHgIcQ63RQ,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,69,16
4104,11432,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,29,11
4119,11488,g3902agYIRHzac78MKVZlvljLMXXNpQ7,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,70,11
4160,11593,wmwDf7eIRrKPL0l8cNmMygnEPd5vzoqs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,71,5
4161,11595,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,60,11
4180,11650,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,72,5
4186,11662,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,73,13
4188,11665,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,73,7
4189,11666,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,73,9
4198,11691,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,74,13
4199,11693,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,74,4
4204,11706,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,75,7
4206,11712,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,74,3
4230,11787,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,73,10
4248,11829,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,72,16
4255,11854,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,76,10
4272,11928,syrttArug8Mpzs9L0IHsvBtATawYF9J2,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,43,15
4299,11999,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,76,3
4320,12054,g3902agYIRHzac78MKVZlvljLMXXNpQ7,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,70,13
4364,12169,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,60,3
4393,12237,nOWqKetxGFQ9o73UNfcoh0XyCt3ITawR,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,77,4
4430,12325,g3902agYIRHzac78MKVZlvljLMXXNpQ7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,70,3
4431,12326,g3902agYIRHzac78MKVZlvljLMXXNpQ7,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,70,9
4462,12416,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,78,13
4463,12417,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,78,10
4464,12418,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,78,6
4475,12465,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,79,3
4476,12467,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,79,9
4479,12473,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,79,15
4493,12507,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,79,4
4494,12510,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,79,7
4500,12527,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,16,10
4502,12535,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,79,16
4524,12594,g8m22R7W0Wo8v9RXY0TMbj5qf5RFgvht,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,80,16
4575,12762,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,81,15
4604,12835,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,81,4
4631,12928,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,75,10
4666,13029,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,56,10
4668,13031,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,56,6
4671,13036,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,56,13
4672,13038,Ys5FH0nq7NeLEdwGoDUOp7Sz8iAMAB3d,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,82,5
4673,13039,mFpiELMd2y5tbkdxs4m8pKS7gXHb7bIO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,83,6
4674,13040,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,56,3
4710,13149,2oTvbzieHn2y5oozeOgSnruqE6N0BtR5,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,84,10
4724,13183,IFqWOl32JJm0W3Ap2jxVCpJeXeLJlYDp,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,85,8
4763,13309,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,32,15
4816,13464,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,86,3
4839,13543,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,39,3
4875,13637,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,32,13
4897,13694,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,57,13
4898,13695,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,57,5
4922,13776,PUFh3BsQaDVIJMDvwsFTqkrgAzvjO9ME,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,87,15
4950,13848,OkJ0lKmMXuQ2MGftQ8Isfw1JciMpapRC,1pvLqtotBsKv7QSOsLicJDQMHx3lui6d,88,14
4997,13990,futHw5ylJYoore6oNuefdx05Xc1Es6E8,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,30,6
5027,14077,TAT1t0HA0deInUIqMQU3qN2hNwJUolWn,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,89,6
5051,14140,Bos3zEEnAcYzPXQktMkJJ0ak5mhGWCAf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,90,6
5111,14295,57qzgJAwfROYPxzSOrsA3G5DLHP95ajU,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,91,6
5119,14314,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,27,6
5245,14702,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,86,1
5407,15118,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,24,1
5585,15632,syrttArug8Mpzs9L0IHsvBtATawYF9J2,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,43,1
5629,15758,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,92,1
5633,15770,DV9cmKY91lk8lKsMUmLIMP1KsHFcyZMK,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,92,4
5696,15993,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,93,1
5698,15996,X2XXZYuDF6JxTO2GjiNfzkEyj4FQesn5,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,93,4
5826,16344,EFkTkZftT8UKiQGx6m8Gni8w9ocFq7gc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,94,1
5914,16610,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,76,4
5915,16614,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,76,1
5963,16759,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,47,9
6243,17537,b3FNzt9bW0DYxGtrDwfKBHrmIKO1If8w,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,95,1
6387,17993,Hoitr98hXhrf7xDGgACEFamKhiarA3wg,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,10,2
6398,18025,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,I7Go4XwWgpjRJM8EZGEnBpkfSmBNOlsO,81,2
6653,18734,JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,96,19
