,enrollment_id,username,course_id,user,course
941,2610,4cRZxyVNjv13lU3nu2aK2rwyndExVCGa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user21,Chương trình dịch
1057,2927,BCPOhUa2LrfH93ebCE15VbF0VEWEyi7T,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user22,Thiết kế giao diện người dùng
1074,2964,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user23,Phát triển ứng dụng Web
1095,3019,J8NkUmSvsrLHkKNXPhFg7o0pG3K7Aywh,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user24,Phát triển ứng dụng Web
1187,3245,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user25,Thiết kế giao diện người dùng
1196,3264,s6iksgptFmyh2vfiarKdJkiKnp6RLi3f,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user8,Chương trình dịch
1207,3284,CKlck1NtRiTrxKTlx9u8mNsXnR4Cg2LR,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user26,Phát triển ứng dụng Web
1240,3370,CfeENerIdAGepleePWSt0SV88ctt0Tmw,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user27,Thiết kế giao diện người dùng
1277,3468,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user28,Phát triển ứng dụng Web
1278,3469,zeUi2UnQZPPF6bRQXw2s8LZ41ZOdqRAa,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,user28,Chương trình dịch
1370,3741,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user29,Thiết kế giao diện người dùng
1405,3873,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user30,Phát triển ứng dụng Web
1413,3906,futHw5ylJYoore6oNuefdx05Xc1Es6E8,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user31,Thiết kế giao diện người dùng
1426,3946,b42x9fEviD2KrosQFgO4BDKrSzPFH9d9,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,user32,Phát triển ứng dụng Web
1427,3947,b42x9fEviD2KrosQFgO4BDKrSzPFH9d9,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user32,Thiết kế giao diện người dùng
1428,3950,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,user33,Thiết kế giao diện người dùng
1451,4024,UInMBEH8f1h2vxXVslRsWyLOTv8ggYq3,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user34,Lập trình mạng
1482,4133,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user23,Lập trình mạng
1483,4134,bRG3KNKPz8MtEb5G1Duc4i5IiNMa8ZLU,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,user35,Lập trình mạng
1516,4220,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user36,Trí tuệ nhân tạo
1575,4395,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user37,Giải tích
1610,4495,G4MfAXnz0EbVaCbavnksnUIxHSPSMOp9,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user38,Cơ sở kinh doanh
1615,4511,C6xrhZPOmVH2gCVNP26gSSPka2CcwgB5,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user37,Trí tuệ nhân tạo
1681,4711,3IgwuZBiVdgdYRQ9ySaEvpMizbjCJFS0,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user12,Phân tích và thiết kế hướng đối tượng
1815,5063,M4qxCm572dyAklYyW6rlwVA2xGuuy2h9,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user39,Quản lý dự án phần mềm
1822,5092,EiO5bky9R1Iqlpv4ItUpPBUgGb1eJItE,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user40,Nhập môn tiếng Nhật
1899,5314,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user41,Thị trường tài chính
1913,5357,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user41,Tư duy toán học
1920,5375,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user29,Tư duy toán học
1922,5382,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user29,Đại số tuyến tính
1972,5525,YAsCREgt5tIqJEvOtaek3jtgsLn87nEr,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user42,Đại số tuyến tính
1993,5595,SFbTZDEo0JTOG7VHfxeJz2kz3qSzlHq4,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user41,Quản lý dự án phần mềm
2000,5606,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user29,Giải tích
2020,5664,GMzSpgZQ6jzVsfHn8W8i83JsYNxnP00b,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user43,Đại số tuyến tính
2024,5671,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user17,Nhập môn tiếng Nhật
2029,5678,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user17,Cơ sở kinh doanh
2096,5855,M4qxCm572dyAklYyW6rlwVA2xGuuy2h9,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user39,Phân tích và thiết kế hướng đối tượng
2115,5888,syrttArug8Mpzs9L0IHsvBtATawYF9J2,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user44,Thị trường tài chính
2130,5932,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user36,Tư duy toán học
2131,5933,EReWp6ilgaQY61GGX2jAkIc5IQisheJq,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,user36,Toán ứng dụng
2157,6018,cJcuhtji0eqLhfXtnFSDlw6v5huTlvOS,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user45,Giải tích
2173,6071,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user25,Tư duy toán học
2211,6193,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user46,Tiếng Anh giao tiếp
2223,6228,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user47,Thị trường tài chính
2227,6235,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user47,Nhập môn tiếng Nhật
2228,6236,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user47,Xử lý ảnh
2233,6266,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user23,Cơ sở kinh doanh
2303,6451,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user48,Xử lý ảnh
2352,6588,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user46,Phân tích và thiết kế hướng đối tượng
2396,6689,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user49,Trí tuệ nhân tạo
2398,6691,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user49,Phân tích và thiết kế hướng đối tượng
2399,6692,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user49,Cơ sở kinh doanh
2400,6694,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user49,Đại số tuyến tính
2403,6706,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user49,Tiếng Anh giao tiếp
2405,6712,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user49,Nhập môn tiếng Nhật
2420,6759,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user50,Tư duy toán học
2454,6860,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user51,Xử lý ảnh
2459,6878,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user51,Giải tích
2460,6879,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user51,Tư duy toán học
2466,6897,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user51,Trí tuệ nhân tạo
2586,7217,UaSh8dwx8gnofYbXlmpqj9uYDbpJ89pX,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user4,Đại số tuyến tính
2616,7290,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user50,Cơ sở kinh doanh
2617,7291,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user50,Giải tích
2851,7937,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user47,Giải tích
2930,8171,Agc8I1aREEPfi2PqA7NK0aenTcuvE1HC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user52,Giải tích
3004,8368,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user5,Thị trường tài chính
3047,8506,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user5,Cơ sở kinh doanh
3186,8917,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user53,Giải tích
3233,9046,cYibpCaMUGq0WjgUWfTv0iIvJ7QbFj5E,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user54,Đại số tuyến tính
3269,9153,XDPvGyFLLEYwbNEQik2MM4yiADs5rrYJ,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user55,Cơ sở kinh doanh
3271,9155,XDPvGyFLLEYwbNEQik2MM4yiADs5rrYJ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user55,Thị trường tài chính
3298,9236,8fvsCrC8dcOje6DxrGntnTxmufYXJCrq,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user56,Đại số tuyến tính
3306,9249,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user57,Giải tích
3347,9381,eosk3dY7502Pbg6Dsnx0qWKWUpRTliXK,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user58,Thị trường tài chính
3365,9431,cWykzNKAq5sFQBA059QN4Jx74YGPkfwB,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user59,Phân tích và thiết kế hướng đối tượng
3418,9589,oJ9j9ejTgKixczg3tSE8Sg8DPI7YQpJq,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user18,Nhập môn tiếng Nhật
3502,9798,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user60,Tiếng Anh giao tiếp
3503,9799,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user60,Giải tích
3506,9815,oIeIfwhQt9r1G6uZ62W7p7DLvDQ1KzcN,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user60,Xử lý ảnh
3508,9821,61ysO1Pg5Q6bsn73gkzoQt72GbhUHgNd,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user1,Thị trường tài chính
3565,9989,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user61,Nhập môn tiếng Nhật
3576,10007,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user62,Tiếng Anh giao tiếp
3579,10017,FELnhQR0c7GZZX82ioYJEZsqujOrfyf7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user62,Phân tích và thiết kế hướng đối tượng
3581,10022,syrttArug8Mpzs9L0IHsvBtATawYF9J2,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user44,Phân tích và thiết kế hướng đối tượng
3584,10041,syrttArug8Mpzs9L0IHsvBtATawYF9J2,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user44,Trí tuệ nhân tạo
3600,10093,5IM8g7YMOYo5qH7Yu3x31T3JkVOH9iqe,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,user63,Toán ứng dụng
3793,10606,BOBLP6pTmRtpQ8LtVgJyutFMDL3q6xno,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user64,Giải tích
3805,10646,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user65,Tư duy toán học
3811,10658,teqJGecOr4a6oVYU1O9bgvPkX5ZSKA8N,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user65,Nhập môn tiếng Nhật
3836,10711,l5LfU8gApOG72AnBkdAbfOLQLwFH7Zo2,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user66,Tư duy toán học
3869,10797,BEEx400Zym1Adj0LXV9O094DcgDYxMgU,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user67,Phân tích và thiết kế hướng đối tượng
3964,11049,w0ZedS6yzDUKJT3yGrp9CDoxetDDlx17,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user68,Tư duy toán học
4004,11155,kQ63n93d5CTXewyEhcoySFeLgYStuYpO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user69,Tư duy toán học
4014,11193,5vUuq5ZeDCNce4LmvH0naoUjpb3qbNOp,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user53,Phân tích và thiết kế hướng đối tượng
4028,11230,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user51,Thị trường tài chính
4052,11296,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user33,Thị trường tài chính
4055,11307,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user33,Giải tích
4065,11334,ykaUPJW4Nc9r2mv4b25QxgdHgIcQ63RQ,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user70,Tiếng Anh giao tiếp
4104,11432,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user30,Trí tuệ nhân tạo
4119,11488,g3902agYIRHzac78MKVZlvljLMXXNpQ7,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user71,Trí tuệ nhân tạo
4160,11593,wmwDf7eIRrKPL0l8cNmMygnEPd5vzoqs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user72,Giải tích
4161,11595,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,user61,Trí tuệ nhân tạo
4180,11650,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user73,Giải tích
4186,11662,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user74,Xử lý ảnh
4188,11665,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user74,Đại số tuyến tính
4189,11666,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user74,Cơ sở kinh doanh
4198,11691,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user75,Xử lý ảnh
4199,11693,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user75,Quản lý dự án phần mềm
4204,11706,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user76,Đại số tuyến tính
4206,11712,QyLVPf4M60EkZ1E7DsOzioCPS0UDQt1T,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user75,Phân tích và thiết kế hướng đối tượng
4230,11787,Oqfkhjg6t51PZcyyCwvjWtQ6bDHYceB1,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user74,Thị trường tài chính
4248,11829,ilWzYGLWBh9DSc1MV8g2C4Go5wDNgUHX,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user73,Tiếng Anh giao tiếp
4255,11854,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user77,Thị trường tài chính
4272,11928,syrttArug8Mpzs9L0IHsvBtATawYF9J2,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user44,Nhập môn tiếng Nhật
4299,11999,ENgkBIGd3eoNLSkWJaDseXIlE9vWUOUZ,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user77,Phân tích và thiết kế hướng đối tượng
4320,12054,g3902agYIRHzac78MKVZlvljLMXXNpQ7,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user71,Xử lý ảnh
4364,12169,GVRJN4wkoooaXJUVmwnX983A87KsrZPK,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user61,Phân tích và thiết kế hướng đối tượng
4393,12237,nOWqKetxGFQ9o73UNfcoh0XyCt3ITawR,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user78,Quản lý dự án phần mềm
4430,12325,g3902agYIRHzac78MKVZlvljLMXXNpQ7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user71,Phân tích và thiết kế hướng đối tượng
4431,12326,g3902agYIRHzac78MKVZlvljLMXXNpQ7,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user71,Cơ sở kinh doanh
4462,12416,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user79,Xử lý ảnh
4463,12417,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user79,Thị trường tài chính
4464,12418,Io5gLr8QOxaBw8nFReloAXOpt3IlZ5WE,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user79,Tư duy toán học
4475,12465,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user80,Phân tích và thiết kế hướng đối tượng
4476,12467,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,user80,Cơ sở kinh doanh
4479,12473,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user80,Nhập môn tiếng Nhật
4493,12507,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user80,Quản lý dự án phần mềm
4494,12510,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,user80,Đại số tuyến tính
4500,12527,HbDaABEakQmE8DQEoFoIphu2SH13rFRy,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user17,Thị trường tài chính
4502,12535,Jn3Y3EwJczNHkfzTGUpSSJOFpEETB0cw,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user80,Tiếng Anh giao tiếp
4524,12594,g8m22R7W0Wo8v9RXY0TMbj5qf5RFgvht,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,user81,Tiếng Anh giao tiếp
4575,12762,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user82,Nhập môn tiếng Nhật
4604,12835,u82lBhpDxJIwlZISEntCxj1zgVFdW0vT,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd,user82,Quản lý dự án phần mềm
4631,12928,a4RYqILKcnu8c617gYSbD0KQIm9DqZnc,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user76,Thị trường tài chính
4666,13029,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user57,Thị trường tài chính
4668,13031,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user57,Tư duy toán học
4671,13036,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,user57,Xử lý ảnh
4672,13038,Ys5FH0nq7NeLEdwGoDUOp7Sz8iAMAB3d,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,user83,Giải tích
4673,13039,mFpiELMd2y5tbkdxs4m8pKS7gXHb7bIO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,user84,Tư duy toán học
4674,13040,0px3bu53b0JtWfgR2HZboUVCWvKPFWbh,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user57,Phân tích và thiết kế hướng đối tượng
4710,13149,2oTvbzieHn2y5oozeOgSnruqE6N0BtR5,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,user85,Thị trường tài chính
4724,13183,IFqWOl32JJm0W3Ap2jxVCpJeXeLJlYDp,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,user86,Toán ứng dụng
4763,13309,1dxQmK9WwlHWuIG7ZTn4PsJ2vflQBDH3,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,user33,Nhập môn tiếng Nhật
4816,13464,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,user87,Phân tích và thiết kế hướng đối tượng
